path,stem,title,link,slug,category_title,category_slug,source_type,length,matched_categories,preview
llm-wikid\raw\articles\科研\科研工具\了解-可能用到\ Plant Com - 天津农学院-中国农业大学金危危团队发现玉米ZmPAR1可诱导卵细胞孤雌生殖与单倍体形成.md, Plant Com - 天津农学院-中国农业大学金危危团队发现玉米ZmPAR1可诱导卵细胞孤雌生殖与单倍体形成,Plant Com | 天津农学院/中国农业大学金危危团队发现玉米ZmPAR1可诱导卵细胞孤雌生殖与单倍体形成,[[ Plant Com - 天津农学院-中国农业大学金危危团队发现玉米ZmPAR1可诱导卵细胞孤雌生殖与单倍体形成]],plant-com-天津农学院-中国农业大学金危危团队发现玉米zmpar1可诱导卵细胞孤雌生殖与单倍体形成,Maize Genetic Transformation,maize_genetic_transformation,article,2999,Maize Genetic Transformation; Maize Yield and Breeding; Research Tools and Methods; AI for Research; Bioinformatics Analysis; Career and Business Ideas,Plant Com | 天津农学院/中国农业大学金危危团队发现玉米ZmPAR1可诱导卵细胞孤雌生殖与单倍体形成 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzg3MDEwNDEyMg==&mid=2247613276&idx=3&sn=29e2816150e38508a5c3685a42846244&chksm=cfcab628c8ebd108f79d3aeea0186f42b2
llm-wikid\raw\articles\科研\科研工具\生信工具\基于结构与进化指导的微型RNA引导的核酸酶的设计 诺奖团队最新Science：AI设计“迷你”基因编辑酶，超越自然进化，高效编辑人类基因组.md,基于结构与进化指导的微型RNA引导的核酸酶的设计 诺奖团队最新Science：AI设计“迷你”基因编辑酶，超越自然进化，高效编辑人类基因组,诺奖团队最新Science：AI设计“迷你”基因编辑酶，超越自然进化，高效编辑人类基因组,[[基于结构与进化指导的微型RNA引导的核酸酶的设计 诺奖团队最新Science：AI设计“迷你”基因编辑酶，超越自然进化，高效编辑人类基因组]],基于结构与进化指导的微型rna引导的核酸酶的设计-诺奖团队最新science-ai设计-迷你-基因编辑酶-超越自然进化-高效编辑人类基因组,Maize Genetic Transformation,maize_genetic_transformation,article,6154,Maize Genetic Transformation; AI for Research; Bioinformatics Analysis; Research Tools and Methods; Maize Yield and Breeding,诺奖团队最新Science：AI设计“迷你”基因编辑酶，超越自然进化，高效编辑人类基因组 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzk0NDc0NjQxMA==&mid=2247492792&idx=1&sn=32e79453b9e3a7b52311b191ebdd5a46&chksm=c28f544683336fcdafb70d4a5d3b8fffcb79edb097018
llm-wikid\raw\articles\学习AI\工具流程\2026年07月13日·内容由AI生成... Hello Quark.md,2026年07月13日·内容由AI生成... Hello Quark,Hello Quark,[[2026年07月13日·内容由AI生成... Hello Quark]],2026年07月13日-内容由ai生成-hello-quark,Maize Yield and Breeding,maize_yield_and_breeding,notes,2520,Maize Yield and Breeding; AI for Research; Career and Business Ideas; Plant Phenotyping and Imaging; Research Tools and Methods; Life and Health; Maize Genetic Transformation; Plant Stress Resilience,Hello Quark 笔记同步助手 来源 [原文链接](https://vt.quark.cn/blm/doc-preview-782/share?share_id=511c3c45960a4aba9cbbb6acc5bc358c&uc_biz_str=OPT%3AIMMERSIVE%400%7COPT%3ABACK_BTN_STYLE%400%7COPT%3ATOOLBAR_STYLE%400%7COPT%3AS_BAR_BG_CO
llm-wikid\raw\articles\待细分\ Advanced Science丨热带作物如何适应复杂多变的热带气候-.md, Advanced Science丨热带作物如何适应复杂多变的热带气候-,Advanced Science丨热带作物如何适应复杂多变的热带气候?,[[ Advanced Science丨热带作物如何适应复杂多变的热带气候-]],advanced-science丨热带作物如何适应复杂多变的热带气候,Maize Yield and Breeding,maize_yield_and_breeding,article,4988,Maize Yield and Breeding; Plant Stress Resilience; Bioinformatics Analysis; Maize Genetic Transformation; Research Tools and Methods,Advanced Science丨热带作物如何适应复杂多变的热带气候? 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzU3ODY3MDM0NA==&mid=2247557576&idx=1&sn=576a517e1c4662788fe8eee28ee4775d&chksm=fced676b13b7713d358adb4709237c4e16e035ba5eecf606f3a5c1
llm-wikid\raw\articles\待细分\ Nature Plants - 一条进化保守的高温响应信号通路.md, Nature Plants - 一条进化保守的高温响应信号通路,Nature Plants | 一条进化保守的高温响应信号通路,[[ Nature Plants - 一条进化保守的高温响应信号通路]],nature-plants-一条进化保守的高温响应信号通路,Maize Yield and Breeding,maize_yield_and_breeding,article,3251,Maize Yield and Breeding; Plant Phenotyping and Imaging; Plant Stress Resilience; Research Tools and Methods,Nature Plants | 一条进化保守的高温响应信号通路 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzU3ODY3MDM0NA==&mid=2247558367&idx=1&sn=9561af827ee3698c0cf1f1a7a782a8f8&chksm=fca2a2ecf2e3704cacce90c781d5f521a95ab58212fcd2d9c78ddad3f7
llm-wikid\raw\articles\待细分\ 历时18年攻关！万建民团队揭示亚洲栽培稻与非洲栽培稻种间生殖隔离的分子机制.md, 历时18年攻关！万建民团队揭示亚洲栽培稻与非洲栽培稻种间生殖隔离的分子机制,历时18年攻关！万建民团队揭示亚洲栽培稻与非洲栽培稻种间生殖隔离的分子机制,[[ 历时18年攻关！万建民团队揭示亚洲栽培稻与非洲栽培稻种间生殖隔离的分子机制]],历时18年攻关-万建民团队揭示亚洲栽培稻与非洲栽培稻种间生殖隔离的分子机制,Maize Yield and Breeding,maize_yield_and_breeding,article,4067,Maize Yield and Breeding; AI for Research; Maize Genetic Transformation; Plant Phenotyping and Imaging; Research Tools and Methods,历时18年攻关！万建民团队揭示亚洲栽培稻与非洲栽培稻种间生殖隔离的分子机制 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIyOTY2NDYyNQ==&mid=2247637897&idx=1&sn=b775e818d0bc8a5e7642e01431b569ae&chksm=e9fb3f0fee09d61b138a7873d37fc5a74b2ea189266fe0fbe4ef
llm-wikid\raw\articles\待细分\近日，华中农业大学熊立仲教授团队在国际学术期刊《Cell》在线发表题为“An Oryza orphan gen Cell - 华中农大再发Cell正刊，附院士点评！.md,近日，华中农业大学熊立仲教授团队在国际学术期刊《Cell》在线发表题为“An Oryza orphan gen Cell - 华中农大再发Cell正刊，附院士点评！,Cell | 华中农大再发Cell正刊，附院士点评！,[[近日，华中农业大学熊立仲教授团队在国际学术期刊《Cell》在线发表题为“An Oryza orphan gen Cell - 华中农大再发Cell正刊，附院士点评！]],近日-华中农业大学熊立仲教授团队在国际学术期刊-cell-在线发表题为-an-oryza-orphan-gen-cell-华中农大再发cell正刊-附院士点评,Maize Yield and Breeding,maize_yield_and_breeding,article,5832,Maize Yield and Breeding; Research Tools and Methods; Maize Genetic Transformation; Plant Phenotyping and Imaging; Plant Stress Resilience,Cell | 华中农大再发Cell正刊，附院士点评！ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzg3MDEwNDEyMg==&mid=2247612736&idx=2&sn=96c49152ee05a613489221c7b0a3892c&chksm=cfe607cdfee9d80a1defc230df26be0c2a683f2f9baab40d46d0a286904eb90
llm-wikid\raw\articles\生活\健康知识\当玉米茎的顶端分生组织开始雄穗分化时，标志着营养生长阶段的结束。当雄穗进入小花分化期时，上部茎节的腋芽即进入生长锥... 造成玉米秃尖的主要因素有哪些？如何应对？.md,当玉米茎的顶端分生组织开始雄穗分化时，标志着营养生长阶段的结束。当雄穗进入小花分化期时，上部茎节的腋芽即进入生长锥... 造成玉米秃尖的主要因素有哪些？如何应对？,造成玉米秃尖的主要因素有哪些？如何应对？,[[当玉米茎的顶端分生组织开始雄穗分化时，标志着营养生长阶段的结束。当雄穗进入小花分化期时，上部茎节的腋芽即进入生长锥... 造成玉米秃尖的主要因素有哪些？如何应对？]],当玉米茎的顶端分生组织开始雄穗分化时-标志着营养生长阶段的结束-当雄穗进入小花分化期时-上部茎节的腋芽即进入生长锥-造成玉米秃尖的主要因素有哪些-如何应对,Maize Yield and Breeding,maize_yield_and_breeding,notes,2321,Maize Yield and Breeding; Life and Health,造成玉米秃尖的主要因素有哪些？如何应对？ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIzNDUyODUxMw==&mid=2247506933&idx=2&sn=e295ecf65fe5efc020eabd6735b359cb&chksm=e995c255b781ec2672be344ea4ee672b3e88184bf0c3acfa7d99c2e16ed6149c8f3e9
llm-wikid\raw\articles\科研\植物抗逆\耐光强\李家洋团队最新Cell.md,李家洋团队最新Cell,李家洋团队最新Cell,[[李家洋团队最新Cell]],李家洋团队最新cell,Maize Yield and Breeding,maize_yield_and_breeding,article,2533,Maize Yield and Breeding; Plant Stress Resilience; Research Tools and Methods,公众号名称：iNature 作者名称：高 发布时间：2026-06-18 18:54 ![[llm-wikid/raw/assets/images/8205f32606860bcf036fdeb58e803853_MD5.gif]] > iNature > > > 阳光为生命提供能量，但也会产生单线态氧（¹O₂），后者在光合作用发生的叶绿体中引起光损伤并触发信号传导和抗氧化防御通路。细胞如何感知¹O₂并瞬时启动光保护仍不清楚。 > > 
llm-wikid\raw\articles\科研\植物抗逆\耐寒\重磅！我国植物领域再发《Nature》.md,重磅！我国植物领域再发《Nature》,重磅！我国植物领域再发《Nature》,[[重磅！我国植物领域再发《Nature》]],重磅-我国植物领域再发-nature,Maize Yield and Breeding,maize_yield_and_breeding,article,4186,Maize Yield and Breeding; Research Tools and Methods; AI for Research; Bioinformatics Analysis; Plant Phenotyping and Imaging; Plant Stress Resilience,公众号名称：植物微生物最前线 作者名称：植物研究所 发布时间：2026-06-25 14:54 ![[llm-wikid/raw/assets/images/c96577d71291a09e54f744c6a7422f1e_MD5.png]] ![[llm-wikid/raw/assets/images/c367258300e7769bac3fd088a6df09f3_MD5.png]] 全球气候变化引发区域性气候异常导致作物减产甚至绝
llm-wikid\raw\articles\科研\植物抗逆\耐旱\ 2026.7.15 李晨光 以产量为核心的玉米抗旱性鉴定方法体系及其生产适用性分析（南北学院）.md, 2026.7.15 李晨光 以产量为核心的玉米抗旱性鉴定方法体系及其生产适用性分析（南北学院）,2026.7.15 李晨光 以产量为核心的玉米抗旱性鉴定方法体系及其生产适用性分析（南北学院）,[[ 2026.7.15 李晨光 以产量为核心的玉米抗旱性鉴定方法体系及其生产适用性分析（南北学院）]],2026-7-15-李晨光-以产量为核心的玉米抗旱性鉴定方法体系及其生产适用性分析-南北学院,Maize Yield and Breeding,maize_yield_and_breeding,notes,4094,Maize Yield and Breeding; Plant Stress Resilience; Maize Genetic Transformation; Plant Phenotyping and Imaging,2026.7.15 李晨光 以产量为核心的玉米抗旱性鉴定方法体系及其生产适用性分析（南北学院） 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzkzODExMjczNQ==&mid=2247495320&idx=1&sn=4880890012fac08b6b6dfa4a0001cfcc&chksm=c3d9d95e50eadcd12d0a1fa3f9cc7c3692c1506ff5
llm-wikid\raw\articles\科研\植物抗逆\耐旱\ 全面系统总结植物干旱胁迫感知、信号转导及糖转运调控的最新研究进展.md, 全面系统总结植物干旱胁迫感知、信号转导及糖转运调控的最新研究进展,全面系统总结植物干旱胁迫感知、信号转导及糖转运调控的最新研究进展,[[ 全面系统总结植物干旱胁迫感知、信号转导及糖转运调控的最新研究进展]],全面系统总结植物干旱胁迫感知-信号转导及糖转运调控的最新研究进展,Maize Yield and Breeding,maize_yield_and_breeding,article,2702,Maize Yield and Breeding; Plant Stress Resilience; Research Tools and Methods; Career and Business Ideas,全面系统总结植物干旱胁迫感知、信号转导及糖转运调控的最新研究进展 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIyOTY2NDYyNQ==&mid=2247637996&idx=1&sn=44eb0dbc0f6baa3bad7d2ec72ceae170&chksm=e9eda71eb0a026ed6aff4a3e0a4757947bb04df1fde8a20e6ec9ebe42
llm-wikid\raw\articles\科研\植物抗逆\耐旱\学习抗旱叶温指标衡量抗旱标准.md,学习抗旱叶温指标衡量抗旱标准,学习抗旱叶温指标衡量抗旱标准,[[学习抗旱叶温指标衡量抗旱标准]],学习抗旱叶温指标衡量抗旱标准,Maize Yield and Breeding,maize_yield_and_breeding,article,3668,Maize Yield and Breeding; Plant Phenotyping and Imaging; AI for Research; Bioinformatics Analysis; Plant Stress Resilience; Career and Business Ideas; Maize Genetic Transformation; Research Tools and Methods,公众号名称：植物科学最前沿 作者名称： 发布时间：2025-06-19 17:18 ![[llm-wikid/raw/assets/images/c3a1e4101b886057ab0c75495ef4825d_MD5.gif]] 紫花苜蓿（Medicago sativa L.）作为全球重要的豆科牧草，在畜牧业中具有不可或缺的地位。尽管紫花苜蓿表现出较强的耐旱性，但在轻度至重度干旱胁迫下，其产量仍会显著下降（40%以上）。这种减产现象不
llm-wikid\raw\articles\科研\植物抗逆\耐旱\干旱是影响全球玉米生产稳定性的主要非生物胁迫因素之一，为应对这一环境挑战，作物在长期演化过程中形成了“干旱逃逸 河南农业大学玉米团队揭示ZmFKF1b–ZmEREB214基因模块协同调控玉米耐旱....md,干旱是影响全球玉米生产稳定性的主要非生物胁迫因素之一，为应对这一环境挑战，作物在长期演化过程中形成了“干旱逃逸 河南农业大学玉米团队揭示ZmFKF1b–ZmEREB214基因模块协同调控玉米耐旱...,河南农业大学玉米团队揭示ZmFKF1b–ZmEREB214基因模块协同调控玉米耐旱性与开花时间的分子机制,[[干旱是影响全球玉米生产稳定性的主要非生物胁迫因素之一，为应对这一环境挑战，作物在长期演化过程中形成了“干旱逃逸 河南农业大学玉米团队揭示ZmFKF1b–ZmEREB214基因模块协同调控玉米耐旱...]],干旱是影响全球玉米生产稳定性的主要非生物胁迫因素之一-为应对这一环境挑战-作物在长期演化过程中形成了-干旱逃逸-河南农业大学玉米团队揭示zmfkf1b-zmer,Maize Yield and Breeding,maize_yield_and_breeding,article,4153,Maize Yield and Breeding; Maize Genetic Transformation; Plant Stress Resilience; AI for Research; Bioinformatics Analysis; Plant Phenotyping and Imaging; Research Tools and Methods,河南农业大学玉米团队揭示ZmFKF1b–ZmEREB214基因模块协同调控玉米耐旱性与开花时间的分子机制 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIyOTY2NDYyNQ==&mid=2247636757&idx=1&sn=49c08034d91c6d23b5ba92e10e47d50c&chksm=e905ef32e0a002a0c0bcd1cd3c6052ecd0f1a
llm-wikid\raw\articles\科研\植物抗逆\耐旱\本研究系统对比了无人机高通量表型与传统冠层萎蔫目测评分在大豆耐旱性评价中的表现，证实无人机多光谱指标能更稳定、更准确地反映雨养条件下的产量保持能力。 无人机表型鉴定技术评估雨养大豆耐旱性及产量保持能力.md,本研究系统对比了无人机高通量表型与传统冠层萎蔫目测评分在大豆耐旱性评价中的表现，证实无人机多光谱指标能更稳定、更准确地反映雨养条件下的产量保持能力。 无人机表型鉴定技术评估雨养大豆耐旱性及产量保持能力,无人机表型鉴定技术评估雨养大豆耐旱性及产量保持能力,[[本研究系统对比了无人机高通量表型与传统冠层萎蔫目测评分在大豆耐旱性评价中的表现，证实无人机多光谱指标能更稳定、更准确地反映雨养条件下的产量保持能力。 无人机表型鉴定技术评估雨养大豆耐旱性及产量保持能力]],本研究系统对比了无人机高通量表型与传统冠层萎蔫目测评分在大豆耐旱性评价中的表现-证实无人机多光谱指标能更稳定-更准确地反映雨养条件下的产量保持能力-无人机表型鉴,Maize Yield and Breeding,maize_yield_and_breeding,article,5729,Maize Yield and Breeding; Plant Phenotyping and Imaging; Plant Stress Resilience; AI for Research; Bioinformatics Analysis; Career and Business Ideas; Maize Genetic Transformation,无人机表型鉴定技术评估雨养大豆耐旱性及产量保持能力 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzA4NjkzMDgzMw==&mid=2649787571&idx=1&sn=2fda6a3df27281a52f119b770242444c&chksm=860f691a3212039b13875284c88a27e38a16771ff668eb3bd9a979e1a1e8c266
llm-wikid\raw\articles\科研\植物抗逆\耐盐\ Nature plants-驯化选择的CIPK‑MYB‑HAK 分子模块提升现代玉米耐盐性.md, Nature plants-驯化选择的CIPK‑MYB‑HAK 分子模块提升现代玉米耐盐性,Nature plants|驯化选择的CIPK‑MYB‑HAK 分子模块提升现代玉米耐盐性,[[ Nature plants-驯化选择的CIPK‑MYB‑HAK 分子模块提升现代玉米耐盐性]],nature-plants-驯化选择的cipk-myb-hak-分子模块提升现代玉米耐盐性,Maize Yield and Breeding,maize_yield_and_breeding,article,4616,Maize Yield and Breeding; Plant Stress Resilience; AI for Research; Bioinformatics Analysis; Maize Genetic Transformation; Plant Phenotyping and Imaging; Research Tools and Methods,Nature plants|驯化选择的CIPK‑MYB‑HAK 分子模块提升现代玉米耐盐性 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=Mzg2NTIyMTkxMw==&mid=2247488780&idx=1&sn=3cfb9d464a0cb04e3c77b9f4e9f04882&chksm=cfa3b9b322a60d50897d373636bd577f9ed226d2068f
llm-wikid\raw\articles\科研\植物抗逆\耐盐\Science Bulletin - 万向元团队整合遗传和多组学方法挖掘玉米耐盐基因资源.md,Science Bulletin - 万向元团队整合遗传和多组学方法挖掘玉米耐盐基因资源,Science Bulletin - 万向元团队整合遗传和多组学方法挖掘玉米耐盐基因资源,[[Science Bulletin - 万向元团队整合遗传和多组学方法挖掘玉米耐盐基因资源]],science-bulletin-万向元团队整合遗传和多组学方法挖掘玉米耐盐基因资源,Maize Yield and Breeding,maize_yield_and_breeding,article,3763,Maize Yield and Breeding; Bioinformatics Analysis; Plant Stress Resilience; AI for Research; Career and Business Ideas; Maize Genetic Transformation; Plant Phenotyping and Imaging; Research Tools and Methods,公众号名称：Modern农业 MODA 作者名称：曲英玮 发布时间：2026-05-23 09:45 土壤盐渍化是当前制约农业可持续发展和粮食安全的重要环境问题。全球约有13.8亿公顷土地受到盐碱胁迫影响。玉米作为世界最大最重要的作物之一，全球种植面积超过2亿公顷，其虽对盐胁迫仅具有中等耐受性，但在盐胁迫条件下常表现出生长受阻、叶片失绿、籽粒灌浆不良和显著减产等现象，尤其在亚洲等盐渍化风险较高地区，玉米生产面临持续挑战。 ![[llm-
llm-wikid\raw\articles\科研\植物抗逆\耐高温\2026.6.29 陆镇威  探究纳米颗粒对玉米耐热、抗旱性影响与育种思考（南北学院）.md,2026.6.29 陆镇威  探究纳米颗粒对玉米耐热、抗旱性影响与育种思考（南北学院）,2026.6.29 陆镇威  探究纳米颗粒对玉米耐热、抗旱性影响与育种思考（南北学院）,[[2026.6.29 陆镇威  探究纳米颗粒对玉米耐热、抗旱性影响与育种思考（南北学院）]],2026-6-29-陆镇威-探究纳米颗粒对玉米耐热-抗旱性影响与育种思考-南北学院,Maize Yield and Breeding,maize_yield_and_breeding,notes,3286,Maize Yield and Breeding; Plant Stress Resilience; Career and Business Ideas; Bioinformatics Analysis; Plant Phenotyping and Imaging; Research Tools and Methods,公众号名称：南北学苑 作者名称：陆镇威 发布时间：2026-06-29 05:25 各位老师，大家好！我是江苏沿海地区农业科学研究所的陆镇威，今天代表育实农业组值日，我们组有范永田、高伟政、夏艳龙、易红梅、杨兴强、徐倩雅、赵自仙、高建磊、辛鑫、邱虎刚、杨剑飞、陈国立等老师。非常感谢“南北学院”这个平台给我提供了学习和交流的机会。 作为江苏沿海地区玉米育种科研人员，结合江苏沿海气候土壤特征、夏玉米生育期胁迫规律，结合本课题组纳米颗粒调控玉
llm-wikid\raw\articles\科研\植物抗逆\耐高温\水稻耐高温机制突破 Nature - 四川农业大学团队揭示水稻高温下质膜快速自我保护新机制，挖掘到高温下具有稳产效应的OsALA5稀有单倍型.md,水稻耐高温机制突破 Nature - 四川农业大学团队揭示水稻高温下质膜快速自我保护新机制，挖掘到高温下具有稳产效应的OsALA5稀有单倍型,Nature | 四川农业大学团队揭示水稻高温下质膜快速自我保护新机制，挖掘到高温下具有稳产效应的OsALA5稀有单倍型,[[水稻耐高温机制突破 Nature - 四川农业大学团队揭示水稻高温下质膜快速自我保护新机制，挖掘到高温下具有稳产效应的OsALA5稀有单倍型]],水稻耐高温机制突破-nature-四川农业大学团队揭示水稻高温下质膜快速自我保护新机制-挖掘到高温下具有稳产效应的osala5稀有单倍型,Maize Yield and Breeding,maize_yield_and_breeding,article,4846,Maize Yield and Breeding; Plant Stress Resilience; Plant Phenotyping and Imaging; Research Tools and Methods,Nature | 四川农业大学团队揭示水稻高温下质膜快速自我保护新机制，挖掘到高温下具有稳产效应的OsALA5稀有单倍型 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIyOTY2NDYyNQ==&mid=2247636375&idx=1&sn=528ce7060c2b6c1ecdb69af65b8f08ae&chksm=e96d25a3e27687e713cb5493e64a1
llm-wikid\raw\articles\科研\玉米知识体系\大喇叭口期是玉米雌雄穗集中分化的核心节点，直接决定果穗大小、籽粒行数、穗粒数与花粉总量，同时也是玉米全生育期水肥需... 为什么说玉米大喇叭口期是田间管理的核心节点？.md,大喇叭口期是玉米雌雄穗集中分化的核心节点，直接决定果穗大小、籽粒行数、穗粒数与花粉总量，同时也是玉米全生育期水肥需... 为什么说玉米大喇叭口期是田间管理的核心节点？,为什么说玉米大喇叭口期是田间管理的核心节点？,[[大喇叭口期是玉米雌雄穗集中分化的核心节点，直接决定果穗大小、籽粒行数、穗粒数与花粉总量，同时也是玉米全生育期水肥需... 为什么说玉米大喇叭口期是田间管理的核心节点？]],大喇叭口期是玉米雌雄穗集中分化的核心节点-直接决定果穗大小-籽粒行数-穗粒数与花粉总量-同时也是玉米全生育期水肥需-为什么说玉米大喇叭口期是田间管理的核心节点,Maize Yield and Breeding,maize_yield_and_breeding,notes,4081,Maize Yield and Breeding; Plant Stress Resilience; Career and Business Ideas,为什么说玉米大喇叭口期是田间管理的核心节点？ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIzNDUyODUxMw==&mid=2247506855&idx=1&sn=2e83d076ec694b27f9c2f18d92ce9c6e&chksm=e9c4c9cb27842f1e3cfb9c96be328532b1651a42e1586a692dd30dcbaf6fcf2bfa9
llm-wikid\raw\articles\科研\玉米知识体系\搞清楚什么是穗内授粉时间差 玉米果穗授粉时间差：同步协调“源-库”和“个体-群体”关系，实现收获指数和产量协同提升.md,搞清楚什么是穗内授粉时间差 玉米果穗授粉时间差：同步协调“源-库”和“个体-群体”关系，实现收获指数和产量协同提升,玉米果穗授粉时间差：同步协调“源-库”和“个体-群体”关系，实现收获指数和产量协同提升,[[搞清楚什么是穗内授粉时间差 玉米果穗授粉时间差：同步协调“源-库”和“个体-群体”关系，实现收获指数和产量协同提升]],搞清楚什么是穗内授粉时间差-玉米果穗授粉时间差-同步协调-源-库-和-个体-群体-关系-实现收获指数和产量协同提升,Maize Yield and Breeding,maize_yield_and_breeding,article,3855,Maize Yield and Breeding; AI for Research; Career and Business Ideas; Research Tools and Methods,玉米果穗授粉时间差：同步协调“源-库”和“个体-群体”关系，实现收获指数和产量协同提升 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIyOTY2NDYyNQ==&mid=2247636339&idx=1&sn=03837128c8670b262775774e372ef381&chksm=e9dbe61f8e095c69dee1f8513b8f34c5dd1a954096b515
llm-wikid\raw\articles\科研\玉米知识体系\玉米管理玉米长了两个棒，到底要不要掰掉一个？农技科普 · 玉米种植管理双穗玉米并不一定意味着需要人工掰除在玉米生长... 玉米长出双果穗，到底需不需要人工掰除？.md,玉米管理玉米长了两个棒，到底要不要掰掉一个？农技科普 · 玉米种植管理双穗玉米并不一定意味着需要人工掰除在玉米生长... 玉米长出双果穗，到底需不需要人工掰除？,玉米长出双果穗，到底需不需要人工掰除？,[[玉米管理玉米长了两个棒，到底要不要掰掉一个？农技科普 · 玉米种植管理双穗玉米并不一定意味着需要人工掰除在玉米生长... 玉米长出双果穗，到底需不需要人工掰除？]],玉米管理玉米长了两个棒-到底要不要掰掉一个-农技科普-玉米种植管理双穗玉米并不一定意味着需要人工掰除在玉米生长-玉米长出双果穗-到底需不需要人工掰除,Maize Yield and Breeding,maize_yield_and_breeding,notes,2285,Maize Yield and Breeding; Career and Business Ideas; Plant Stress Resilience,玉米长出双果穗，到底需不需要人工掰除？ 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIzNDUyODUxMw==&mid=2247506933&idx=1&sn=98a97f58939e84eb2dbce64d1555326b&chksm=e90b953b5670e8714f4261fd0e6da024584975789ee62c8548ac31fea8f2a69fd68cbd
llm-wikid\raw\articles\科研\玉米遗传转化\DNA测序解决了“怎么读”，基因编辑解决了“怎么改”，但在合成生物学里，还有一个更基础的大问题一直没有真正解决：怎么又快、又准、又便宜地“写”出大量DNA。 NBT- 千条基因，一锅“拼”出来：....md,DNA测序解决了“怎么读”，基因编辑解决了“怎么改”，但在合成生物学里，还有一个更基础的大问题一直没有真正解决：怎么又快、又准、又便宜地“写”出大量DNA。 NBT- 千条基因，一锅“拼”出来：...,NBT| 千条基因，一锅“拼”出来：DNA合成进入自组装时代,[[DNA测序解决了“怎么读”，基因编辑解决了“怎么改”，但在合成生物学里，还有一个更基础的大问题一直没有真正解决：怎么又快、又准、又便宜地“写”出大量DNA。 NBT- 千条基因，一锅“拼”出来：...]],dna测序解决了-怎么读-基因编辑解决了-怎么改-但在合成生物学里-还有一个更基础的大问题一直没有真正解决-怎么又快-又准-又便宜地-写-出大量dna-nbt-,Maize Yield and Breeding,maize_yield_and_breeding,article,3601,Maize Yield and Breeding; AI for Research; Career and Business Ideas; Maize Genetic Transformation; Research Tools and Methods,NBT| 千条基因，一锅“拼”出来：DNA合成进入自组装时代 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzIyNjAyMTgzMg==&mid=2650497728&idx=1&sn=956a0e083c528bf69a6e5eff5b3a7367&chksm=f19f6cd61e989f8f9ee2b6eb2ecb0ae0537b87caa6daf7bc6627c9b263b
llm-wikid\raw\articles\科研\玉米遗传转化\基因编辑创制柱头外露雄性不育材料，配合 AI 机器人完成杂交授粉 让番茄花型适配机器人授粉    Cell 报道 GEAIR 系统，实现花型设计、柱头识别和自动授粉.md,基因编辑创制柱头外露雄性不育材料，配合 AI 机器人完成杂交授粉 让番茄花型适配机器人授粉    Cell 报道 GEAIR 系统，实现花型设计、柱头识别和自动授粉,让番茄花型适配机器人授粉    Cell 报道 GEAIR 系统，实现花型设计、柱头识别和自动授粉,[[基因编辑创制柱头外露雄性不育材料，配合 AI 机器人完成杂交授粉 让番茄花型适配机器人授粉    Cell 报道 GEAIR 系统，实现花型设计、柱头识别和自动授粉]],基因编辑创制柱头外露雄性不育材料-配合-ai-机器人完成杂交授粉-让番茄花型适配机器人授粉-cell-报道-geair-系统-实现花型设计-柱头识别和自动授粉,Maize Yield and Breeding,maize_yield_and_breeding,article,9617,Maize Yield and Breeding; AI for Research; Research Tools and Methods; Career and Business Ideas; Maize Genetic Transformation; Plant Phenotyping and Imaging,让番茄花型适配机器人授粉    Cell 报道 GEAIR 系统，实现花型设计、柱头识别和自动授粉 笔记同步助手 来源 [原文链接](https://mp.weixin.qq.com/s?__biz=MzYzNTg5MzIxMQ==&mid=2247489171&idx=1&sn=83fb9b196392ae0a7609463148e5e200&chksm=f141130461f36a21a9c7b3c7ffbec5b7f4cb161c
